region,trust,date,type1_attendances,admissions
Midlands And East Of England Commissioning Region,Oadby & Wigston Urgent Care Centre,2015-07,0,0
Midlands And East Of England Commissioning Region,Oakham Medical Practice,2015-07,0,0
Midlands And East Of England Commissioning Region,Oakham Urgent Care Centre,2015-07,0,0
Midlands And East Of England Commissioning Region,Peterborough And Stamford Hospitals NHS Foundation Trust,2015-07,7422,3094
Midlands And East Of England Commissioning Region,Putnoe Medical Centre Walk In Centre,2015-07,0,0
Midlands And East Of England Commissioning Region,Sandwell And West Birmingham Hospitals NHS Trust,2015-07,13676,4300
Midlands And East Of England Commissioning Region,Sherwood Forest Hospitals NHS Foundation Trust,2015-07,8407,2856
Midlands And East Of England Commissioning Region,Showell Park Health & Walk In Centre,2015-07,0,0
Midlands And East Of England Commissioning Region,Shrewsbury And Telford Hospital NHS Trust,2015-07,10369,4111
Midlands And East Of England Commissioning Region,Shropshire Community Health NHS Trust,2015-07,0,29
Midlands And East Of England Commissioning Region,Solihull Healthcare & Walk-In-Centre,2015-07,0,0
Midlands And East Of England Commissioning Region,South Birmingham GP Walk In Centre,2015-07,0,0
Midlands And East Of England Commissioning Region,South Warwickshire NHS Foundation Trust,2015-07,5043,1740
Midlands And East Of England Commissioning Region,Southend University Hospital NHS Foundation Trust,2015-07,8234,2746
Midlands And East Of England Commissioning Region,Staffordshire Doctors Urgent Care Ltd [Sduc],2015-07,0,0
Midlands And East Of England Commissioning Region,Suffolk Community Healthcare - Ipswich,2015-07,0,0
Midlands And East Of England Commissioning Region,Summerfield GP Surg & Urgent Care Centre,2015-07,0,0
Midlands And East Of England Commissioning Region,The Dudley Group NHS Foundation Trust,2015-07,8045,3471
Midlands And East Of England Commissioning Region,The Princess Alexandra Hospital NHS Trust,2015-07,8622,2487
Midlands And East Of England Commissioning Region,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",2015-07,5240,2578
Midlands And East Of England Commissioning Region,The Robert Jones And Agnes Hunt Orthopaedic Hospital NHS Foundation Trust,2015-07,0,10
Midlands And East Of England Commissioning Region,The Royal Wolverhampton NHS Trust,2015-07,10227,3878
Midlands And East Of England Commissioning Region,United Lincolnshire Hospitals NHS Trust,2015-07,13767,5075
Midlands And East Of England Commissioning Region,University Hospitals Birmingham NHS Foundation Trust,2015-07,9081,3844
Midlands And East Of England Commissioning Region,University Hospitals Coventry And Warwickshire NHS Trust,2015-07,11299,4833
Midlands And East Of England Commissioning Region,University Hospitals Of Leicester NHS Trust,2015-07,10815,6726
Midlands And East Of England Commissioning Region,University Hospitals Of North Midlands NHS Trust,2015-07,11014,6738
Midlands And East Of England Commissioning Region,Walsall Healthcare NHS Trust,2015-07,6396,2434
Midlands And East Of England Commissioning Region,Walsall Walk In Health Centre,2015-07,0,0
Midlands And East Of England Commissioning Region,West Hertfordshire Hospitals NHS Trust,2015-07,7412,3455
Midlands And East Of England Commissioning Region,West Suffolk NHS Foundation Trust,2015-07,5443,2039
Midlands And East Of England Commissioning Region,Worcestershire Acute Hospitals NHS Trust,2015-07,10404,3693
Midlands And East Of England Commissioning Region,Worcestershire Health And Care NHS Trust,2015-07,0,0
Midlands And East Of England Commissioning Region,Wye Valley NHS Trust,2015-07,4670,1369
North Of England Commissioning Region,5 Boroughs Partnership NHS Foundation Trust,2015-07,0,0
North Of England Commissioning Region,Aintree University Hospital NHS Foundation Trust,2015-07,6662,3175
North Of England Commissioning Region,Airedale NHS Foundation Trust,2015-07,4566,1703
North Of England Commissioning Region,Alder Hey Children's NHS Foundation Trust,2015-07,4472,915
North Of England Commissioning Region,Barnsley Hospital NHS Foundation Trust,2015-07,6885,2573
North Of England Commissioning Region,Blackpool Teaching Hospitals NHS Foundation Trust,2015-07,7491,2778
North Of England Commissioning Region,Bolton NHS Foundation Trust,2015-07,9799,3162
North Of England Commissioning Region,Bradford Teaching Hospitals NHS Foundation Trust,2015-07,10892,3876
North Of England Commissioning Region,Bransholme Health Centre,2015-07,0,0
North Of England Commissioning Region,Bridgewater Community Healthcare NHS Foundation Trust,2015-07,0,0
North Of England Commissioning Region,Calderdale And Huddersfield NHS Foundation Trust,2015-07,12388,3694
North Of England Commissioning Region,Care Uk NHS Rotherham Diagnostic Centre,2015-07,0,0
North Of England Commissioning Region,Central Manchester University Hospitals NHS Foundation Trust,2015-07,11849,4355
North Of England Commissioning Region,City Hospitals Sunderland NHS Foundation Trust,2015-07,6963,3503
North Of England Commissioning Region,Countess Of Chester Hospital NHS Foundation Trust,2015-07,6054,2579
North Of England Commissioning Region,County Durham And Darlington NHS Foundation Trust,2015-07,10615,4849
North Of England Commissioning Region,Cumbria Partnership NHS Foundation Trust,2015-07,0,0
North Of England Commissioning Region,Doncaster And Bassetlaw Hospitals NHS Foundation Trust,2015-07,12165,4130
North Of England Commissioning Region,East Cheshire NHS Trust,2015-07,3967,1254
North Of England Commissioning Region,East Lancashire Hospitals NHS Trust,2015-07,9245,4758
North Of England Commissioning Region,Freedom Centre,2015-07,0,0
North Of England Commissioning Region,Gateshead Health NHS Foundation Trust,2015-07,7248,2229
North Of England Commissioning Region,Harrogate And District NHS Foundation Trust,2015-07,3942,1485
North Of England Commissioning Region,Hull And East Yorkshire Hospitals NHS Trust,2015-07,10162,4182
North Of England Commissioning Region,Humber NHS Foundation Trust,2015-07,0,0
North Of England Commissioning Region,Lancashire Teaching Hospitals NHS Foundation Trust,2015-07,11074,3667
North Of England Commissioning Region,Lcd-Leeds-Ooh,2015-07,0,0
North Of England Commissioning Region,Leeds Teaching Hospitals NHS Trust,2015-07,16662,6800
North Of England Commissioning Region,Lindley House Health Centre,2015-07,0,0
North Of England Commissioning Region,Liverpool Community Health NHS Trust,2015-07,0,0
North Of England Commissioning Region,Liverpool Heart And Chest Hospital NHS Foundation Trust,2015-07,0,255
North Of England Commissioning Region,Liverpool Women's NHS Foundation Trust,2015-07,0,129
North Of England Commissioning Region,Local Care Direct Ooh,2015-07,0,0
North Of England Commissioning Region,Mid Cheshire Hospitals NHS Foundation Trust,2015-07,5048,2789
North Of England Commissioning Region,Mid Yorkshire Hospitals NHS Trust,2015-07,19442,5526
North Of England Commissioning Region,North Cumbria University Hospitals NHS Trust,2015-07,7013,2772
North Of England Commissioning Region,North Tees And Hartlepool NHS Foundation Trust,2015-07,6313,3147
North Of England Commissioning Region,Northern Lincolnshire And Goole NHS Foundation Trust,2015-07,11320,3128
North Of England Commissioning Region,Northumbria Healthcare NHS Foundation Trust,2015-07,13998,4185
North Of England Commissioning Region,Pennine Acute Hospitals NHS Trust,2015-07,22159,6779
North Of England Commissioning Region,Pennine Care NHS Foundation Trust,2015-07,0,0
North Of England Commissioning Region,Royal Liverpool And Broadgreen University Hospitals NHS Trust,2015-07,7804,3483
North Of England Commissioning Region,Salford Royal NHS Foundation Trust,2015-07,8515,3060
North Of England Commissioning Region,Sheffield Children's NHS Foundation Trust,2015-07,4431,1040
North Of England Commissioning Region,Sheffield City GP Hc (Wic),2015-07,0,0
North Of England Commissioning Region,Sheffield Teaching Hospitals NHS Foundation Trust,2015-07,10341,5300
North Of England Commissioning Region,South Tees Hospitals NHS Foundation Trust,2015-07,11204,3722
North Of England Commissioning Region,South Tyneside NHS Foundation Trust,2015-07,5187,1080
North Of England Commissioning Region,South West Yorkshire Partnership NHS Foundation Trust,2015-07,0,143
North Of England Commissioning Region,Southport And Ormskirk Hospital NHS Trust,2015-07,6236,2157
North Of England Commissioning Region,St Helens And Knowsley Hospital Services NHS Trust,2015-07,8871,4124
North Of England Commissioning Region,Stockport NHS Foundation Trust,2015-07,7980,3461
North Of England Commissioning Region,Sunderland GP Out Of Hours,2015-07,0,0
North Of England Commissioning Region,Tameside Hospital NHS Foundation Trust,2015-07,7261,2130
North Of England Commissioning Region,The Christie NHS Foundation Trust,2015-07,0,365
North Of England Commissioning Region,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,2015-07,9778,4996
North Of England Commissioning Region,The Rotherham NHS Foundation Trust,2015-07,6568,2034
North Of England Commissioning Region,The Walton Centre NHS Foundation Trust,2015-07,0,196
North Of England Commissioning Region,University Hospital Of South Manchester NHS Foundation Trust,2015-07,8316,3400
North Of England Commissioning Region,University Hospitals Of Morecambe Bay NHS Foundation Trust,2015-07,7636,3400
North Of England Commissioning Region,Warrington And Halton Hospitals NHS Foundation Trust,2015-07,7237,2656
North Of England Commissioning Region,Wirral Community NHS Trust,2015-07,0,0
North Of England Commissioning Region,Wirral University Teaching Hospital NHS Foundation Trust,2015-07,7870,4005
North Of England Commissioning Region,Workington Health Limited,2015-07,0,0
North Of England Commissioning Region,"Wrightington, Wigan And Leigh NHS Foundation Trust",2015-07,7709,2114
North Of England Commissioning Region,York Teaching Hospital NHS Foundation Trust,2015-07,11215,4542
South Of England Commissioning Region,Ashford And St Peter's Hospitals NHS Foundation Trust,2015-07,8064,1990
South Of England Commissioning Region,Ashford Health Centre,2015-07,0,0
South Of England Commissioning Region,Assura Reading Llp,2015-07,0,0
South Of England Commissioning Region,Berkshire Healthcare NHS Foundation Trust,2015-07,0,0
South Of England Commissioning Region,Brighton And Sussex University Hospitals NHS Trust,2015-07,12660,3950
South Of England Commissioning Region,Bristol Community Health,2015-07,0,0
South Of England Commissioning Region,Buckinghamshire Healthcare NHS Trust,2015-07,6788,3593
South Of England Commissioning Region,Cardrew Health Centre,2015-07,0,0
South Of England Commissioning Region,Carfax Health Enterprise,2015-07,0,0
South Of England Commissioning Region,Clevedon Hospital,2015-07,0,0
South Of England Commissioning Region,Dartford And Gravesham NHS Trust,2015-07,8350,2447
South Of England Commissioning Region,Dorset County Hospital NHS Foundation Trust,2015-07,3999,1523
South Of England Commissioning Region,Dorset Healthcare University NHS Foundation Trust,2015-07,0,24
South Of England Commissioning Region,Dr Jm Ribchester & Partners,2015-07,0,0
South Of England Commissioning Region,East Kent Hospitals University NHS Foundation Trust,2015-07,12460,5709
South Of England Commissioning Region,East Sussex Healthcare NHS Trust,2015-07,9659,3475
South Of England Commissioning Region,Frimley Health NHS Foundation Trust,2015-07,19451,7027
South Of England Commissioning Region,Gloucestershire Care Services NHS Trust,2015-07,0,52
South Of England Commissioning Region,Gloucestershire Hospitals NHS Foundation Trust,2015-07,10982,4229
South Of England Commissioning Region,Great Western Hospitals NHS Foundation Trust,2015-07,7141,3012
South Of England Commissioning Region,Hampshire Hospitals NHS Foundation Trust,2015-07,9033,2908
South Of England Commissioning Region,Haslemere Minor Injuries Unit,2015-07,0,0
South Of England Commissioning Region,Isle Of Wight NHS Trust,2015-07,4099,870
South Of England Commissioning Region,Kent Community Health NHS Foundation Trust,2015-07,0,0
South Of England Commissioning Region,Livewell Southwest,2015-07,0,0
South Of England Commissioning Region,Maidstone And Tunbridge Wells NHS Trust,2015-07,11865,3334
South Of England Commissioning Region,Medway NHS Foundation Trust,2015-07,9040,2633
South Of England Commissioning Region,North Bristol NHS Trust,2015-07,7174,3611
South Of England Commissioning Region,Northern Devon Healthcare NHS Trust,2015-07,4053,1600
